0,1,2,3,4,5,6,7,8,9,10,11,12
306,1.065179,-1.482392,-0.46937,-0.44987200000000005,0.260386,0.036954,1.226607,-0.919074,-1.48691,1.8850930000000001,34.994708,-23.832616
107,0.9530860000000001,-0.18799000000000002,-0.15898900000000002,0.308595,0.215259,0.323889,0.372569,0.31150300000000003,-0.167995,1.7984509999999998,43.7225,-36.295395
25,-1.302907,1.037148,0.648798,0.122329,-1.351982,-0.482861,-1.410173,0.726404,1.059213,-1.341887,66.132626,-32.595688
69,0.251641,-1.0201719999999999,-1.1800709999999999,-0.229652,0.330761,-0.453854,0.991207,-1.527595,-1.10566,0.079805,33.545808,-21.558861
33,0.040723,0.245671,-1.196843,1.7211189999999998,0.563704,0.73924,0.485792,0.178758,0.012971000000000002,0.955828,44.359668,-36.814065
643,-1.123364,0.398154,2.450754,-1.7513619999999999,-0.411225,-0.744336,-1.156183,0.47308599999999995,1.452826,-0.880519,77.109411,-26.046933
101,-1.168474,-0.42808199999999996,1.378779,-1.7331580000000002,-1.363795,-0.656188,-1.029285,-0.23550100000000002,1.2339360000000001,-1.322023,70.860147,-29.990717
1245,0.5108600000000001,1.238634,0.8608959999999999,2.236691,-0.31778,0.160004,0.246942,1.3151950000000001,0.45265900000000003,0.580751,45.01655,-39.661572
818,-0.93329,0.9761639999999999,1.838227,-1.695971,-0.706021,-0.774543,-1.0854,-0.8317829999999999,1.44345,-1.407274,75.404838,-27.048161999999998
855,-0.719376,1.082243,0.249588,0.375208,-0.209204,1.467394,-0.879642,1.2181600000000001,0.43082,-0.103493,52.234384000000006,-39.602916
1271,0.259139,-1.7657349999999998,-0.874218,0.4321,-0.204945,-0.392933,1.094186,-1.103228,-0.6516310000000001,0.35322600000000004,32.965588000000004,-19.91715
1246,0.541225,-1.4333129999999998,-1.7623799999999998,0.8029999999999999,1.372741,-0.667139,0.521985,-1.505455,-1.2933350000000001,1.622355,36.901794,-26.26858
884,-1.549987,0.481109,2.0110919999999997,-1.335528,-0.7302850000000001,0.378002,-1.270685,0.11742999999999999,1.168215,-1.676743,74.964021,-27.239565999999996
928,0.719681,-1.4231790000000002,-1.159967,1.160875,0.298023,-0.302833,1.2306780000000002,-0.739966,-0.46063999999999994,1.252168,37.240077,-25.922863
1339,0.193198,0.179757,0.12779000000000001,1.9995599999999998,0.43894799999999995,1.516151,0.614719,-0.216279,0.024572,0.7182390000000001,44.266709000000006,-37.888775
277,-1.0937620000000001,1.303455,0.238598,0.34694,-0.077039,1.6545189999999999,-0.681511,1.383732,0.256291,-0.209882,51.731312,-39.694318
864,-1.345049,-0.397146,1.872756,-1.019066,-2.147511,0.24856599999999998,-1.566733,-0.585793,1.566509,-0.699946,77.912817,-25.107504000000002
32,0.985247,-0.7161770000000001,-0.51245,1.0084870000000001,0.721675,0.286956,0.829774,-1.2423389999999999,-0.59472,1.96613,41.911372,-32.515662
737,0.662845,0.669112,0.31441399999999997,1.632776,-0.634271,1.562804,-0.7914899999999999,0.141533,0.170592,-0.011557,49.460390000000004,-40.98807
1283,-0.8504649999999999,0.33177,0.49641199999999996,0.606073,-0.801453,1.072994,-0.338121,1.589086,0.450567,-0.8515959999999999,54.925815,-38.866481
1313,-0.523822,1.235695,0.683345,-0.377827,-0.405829,1.62347,-1.09314,1.298191,1.133983,-0.548657,53.958102000000004,-38.941363
569,1.369173,-1.850484,-0.797656,0.086636,1.364729,-1.450577,0.9758120000000001,-1.3562889999999999,-1.259609,1.094655,31.308277,-14.097263
770,0.16539600000000002,0.955376,0.44569,2.145367,0.368525,-0.087979,0.704091,-0.684932,0.034936,0.9451639999999999,44.60698,-37.851791
1442,-0.267989,1.2822770000000001,0.844025,-1.170991,-1.0864200000000002,0.9401360000000001,-0.767139,1.43878,0.773288,-1.0010629999999998,57.258759999999995,-37.540791999999996
1500,1.465227,-0.255342,-0.6452100000000001,1.327898,0.6964359999999999,-0.7757729999999999,0.381957,0.092565,-0.789931,1.63511,38.100528999999995,-28.050741
654,-0.94529,1.618857,0.08995,-0.963368,-0.9861840000000001,-0.376141,-1.224658,1.07894,0.701702,-1.542214,62.665783999999995,-34.850525
1444,-1.065541,1.173289,0.512286,0.371618,-0.5846640000000001,1.134866,-1.123917,1.8488830000000003,0.354622,-1.577705,55.949780000000004,-38.243528999999995
625,-0.66967,1.758721,1.128077,-1.417942,-0.7269899999999999,-1.229767,-1.463283,0.9680860000000001,1.681102,-1.733257,65.13474000000001,-33.521552
52,1.5674860000000002,-1.03724,-1.371832,-0.143505,0.701628,0.010387,1.331951,-1.082035,-0.522877,0.013441999999999999,30.124086,-9.519898
900,-0.13014900000000001,0.126675,0.315619,1.493641,0.217417,1.187215,0.144496,-0.388322,0.211258,0.10808599999999999,45.827002,-41.479209999999995
1321,-1.177653,1.5768520000000001,0.9510370000000001,0.342645,-1.209441,0.026082,-0.41490200000000005,1.510155,0.137228,-0.283857,58.39903,-37.218149
960,-0.21888000000000002,1.203087,1.8047240000000002,-1.769248,-1.252327,0.566461,-1.125005,0.453743,1.144785,-1.5938620000000001,70.57455999999999,-29.787529
692,1.3045129999999998,-0.41242,-0.39502600000000004,-0.81567,0.9638100000000001,-0.8204540000000001,1.104851,-1.255883,-0.9499639999999999,0.962571,39.441086,-28.523363
64,1.5166620000000002,-1.70793,-0.8059689999999999,-0.148345,1.316482,-0.461495,0.8847010000000001,-2.061155,-1.513074,1.133368,30.937565000000003,-14.297617
707,-0.799407,1.48888,-0.16431199999999999,-1.452192,-1.238604,-0.13309300000000002,-1.100746,1.8205470000000001,0.6799029999999999,-0.959247,61.00964499999999,-35.767292
178,-1.428509,1.4374879999999999,1.103209,-0.421286,-0.642694,-0.096079,-2.129232,1.00756,0.9042209999999999,-0.581585,65.381381,-33.208377
1156,-0.574597,1.242928,1.713113,-0.221939,-1.345685,-0.315659,-1.490047,0.548565,1.11385,-1.198531,67.08967700000001,-32.056016
841,1.37965,-0.664316,-1.570708,0.457704,1.2529059999999999,-0.99198,-0.549403,-0.520243,-1.374935,1.172692,31.302565,-15.982875
1112,1.220568,-1.793173,-0.324513,-0.638936,0.878229,-1.100766,1.071313,-0.922251,-0.546137,0.465217,32.360334,-19.68667
413,-1.079763,0.8897649999999999,1.009225,-1.610932,-1.230824,-0.389704,-1.849934,0.495519,1.639197,-2.139394,70.074096,-30.479274
943,1.228014,-1.005473,-1.273498,-0.19248800000000002,0.830199,-0.814188,0.5826979999999999,-1.4132850000000001,-0.7912819999999999,1.255586,32.053796999999996,-17.075573000000002
473,0.017208,0.709176,0.470524,1.354241,0.6517,1.957928,-0.6811560000000001,-0.24427800000000002,0.156504,1.224575,45.091958,-38.893074
644,0.817446,-1.223024,-1.2465899999999999,0.033559,1.006538,-0.7317239999999999,1.107738,-1.016741,-0.748393,0.687958,33.564115,-20.74693
143,-0.683029,0.377392,1.534266,-0.336348,-1.958164,0.02256,-1.314532,-1.010521,1.892033,-1.12812,69.683335,-30.598177000000003
882,0.409897,-0.481608,-0.09409,1.231986,0.511495,0.47517200000000004,0.64975,-0.625045,-0.801667,1.381017,40.307553000000006,-30.612876
1424,-0.506666,0.405148,1.56956,-2.01507,-1.1739629999999999,0.030786,-0.8788309999999999,-0.43207299999999993,1.680718,-1.270365,73.829828,-28.004857
181,0.9665540000000001,-2.05067,-0.682718,0.0927,0.610421,-1.306019,1.6446990000000001,-0.555239,-1.343925,-0.16561199999999998,32.983321000000004,-19.948536999999998
905,-1.475839,-0.719065,1.8671349999999998,-1.37016,-1.0743639999999999,-0.169843,-1.2219,0.085681,1.477968,-1.45931,76.975206,-25.814823
1152,0.9923420000000001,-0.31949,0.43065600000000004,0.453118,0.12196199999999999,1.6472369999999998,0.7923279999999999,0.630923,0.504706,0.5562600000000001,46.061879,-41.560565999999994
1405,0.974525,-1.840541,-0.8501120000000001,-0.028366000000000002,1.687628,-0.826426,1.449134,-2.278629,-0.323277,0.522309,31.515809,-14.724292000000002
836,0.196141,0.025002,0.770984,0.921691,0.036331,1.235954,1.3788209999999999,0.7265199999999999,0.568738,1.5989790000000002,46.591642,-41.778283
1286,-0.481181,1.325615,1.0841370000000001,-0.09565,-1.5809540000000002,0.97406,-0.153824,1.9108439999999998,0.282229,-0.43742600000000004,57.998518000000004,-37.413769
1080,1.7976619999999999,-1.077978,-0.986763,-0.352068,0.581753,-0.674709,1.4060489999999999,-1.7982470000000002,-1.3534030000000001,0.456611,32.968383,-18.775009
214,0.47579399999999994,-0.484575,-1.15162,0.555851,0.676361,-1.527228,1.3499379999999999,-1.341015,-0.989383,0.47231599999999996,29.210994,-8.184311
4,0.67538,-1.453659,-1.1628450000000001,-0.41484899999999997,0.6778810000000001,-1.00306,1.540533,-0.756462,-0.945845,0.137025,29.041582000000002,-9.145499000000001
613,0.9000520000000001,-1.472223,-0.9400719999999999,-0.751944,1.049623,-1.144552,1.8097830000000001,-2.240719,-0.722738,0.735942,31.972049,-16.221392
171,-1.032511,0.275528,1.408025,-1.4388809999999999,-1.520024,-0.286004,-1.000789,0.791458,0.8483379999999999,-0.795277,76.103146,-26.448352000000003
937,1.0580829999999999,-0.766768,-0.900352,0.941232,0.760073,0.08930700000000001,0.55983,-0.145094,-1.027045,0.9712870000000001,37.949723,-27.594604999999998
581,0.750091,-1.1391950000000002,-0.7969930000000001,-1.221072,-0.322344,-1.377979,1.0705200000000001,-1.8144619999999998,-1.203389,0.783237,27.121785,-4.426753
20,1.101791,-0.686692,-1.223531,-1.14109,1.55959,-0.7011350000000001,0.961276,-0.945895,-1.623895,0.9137569999999999,31.492625,-14.068309
1066,-0.919535,0.5903619999999999,1.8407490000000002,-1.4809999999999999,-1.164397,-0.7859550000000001,-0.343497,0.7991149999999999,0.971168,-0.8124239999999999,73.378986,-27.883727
704,1.121112,-1.14175,-0.973017,-0.605089,1.646527,-0.8772459999999999,1.573618,-1.392472,-1.023606,-0.261211,30.971774,-12.720997
820,-1.123883,0.587062,2.328246,-1.010451,-0.585093,-0.222021,-1.425068,0.643832,1.280558,-1.539339,77.37554499999999,-25.684901999999997
1064,0.757871,-0.8185020000000001,-0.629418,1.910626,0.294622,0.52277,0.703702,-1.487579,-1.0635860000000001,2.05967,41.713799,-32.439125
287,-0.029477999999999997,0.314333,1.0920530000000002,1.9379790000000001,-1.2559879999999999,1.372421,0.21293099999999998,1.7339419999999999,-0.273149,0.49203800000000003,46.739674,-41.811811999999996
1051,0.7375189999999999,-1.056223,-1.5879780000000001,-0.14014200000000002,1.042016,-2.109308,0.766088,-1.590942,-1.090091,0.347331,27.240113,-6.16867
798,0.371399,0.320154,0.473616,0.839363,0.766351,1.9501939999999998,0.427073,1.200472,0.120645,1.090645,46.399615999999995,-41.327729999999995
351,0.17440999999999998,0.9357110000000001,-0.07384600000000001,0.768245,0.336942,1.4698950000000002,0.063153,0.580458,0.953023,0.668378,46.399805,-41.81303
656,0.465305,-0.5975739999999999,-1.35209,-0.353277,0.620526,-2.214418,1.0796940000000002,-1.491482,-1.324971,0.707399,27.576249,-5.506986
762,-0.933042,0.375168,0.7554270000000001,-1.6483849999999998,-1.151624,-0.17083399999999999,-0.7699,0.5181520000000001,1.313551,-0.678104,72.591753,-28.727977000000003
724,0.399422,-1.6408580000000001,-1.2191040000000002,-0.76323,0.24909699999999999,-0.37752600000000003,1.436652,-2.4356430000000002,-2.1196610000000002,0.526938,30.928044,-12.67999
455,-1.108725,-0.020421,1.374641,-0.870849,-1.8762619999999999,-1.197142,-1.028338,0.371346,1.195041,-0.816362,75.696635,-26.861519
514,0.802629,-1.0692190000000001,-0.901201,-0.585307,1.5944530000000001,-0.7834840000000001,0.764809,-1.081863,-1.4261139999999999,0.6209319999999999,34.976153000000004,-22.773792999999998
355,-0.18174500000000002,-0.37974,-0.576639,1.371202,1.1313799999999998,-0.429309,0.7121390000000001,-1.1522700000000001,0.016624,0.756458,41.761225,-32.590296
1031,0.6966319999999999,-1.244534,-0.873518,-0.772601,0.536501,-1.0431709999999998,0.874502,-1.4375,-0.573547,0.186602,31.468557,-14.847001
278,-0.09353,0.267786,-0.293061,1.7593889999999999,0.9212040000000001,0.936724,-0.009682,0.376343,-0.29796100000000003,0.247678,47.059818,-41.804651
779,-1.190734,1.248631,0.388412,-0.74895,-0.5899810000000001,-0.6357119999999999,-1.224332,-0.8638299999999999,1.3312700000000002,-1.022672,67.300652,-32.425903000000005
1224,0.685213,-1.005449,-0.839514,0.216596,0.171326,0.165991,0.53473,-0.5233979999999999,-0.585674,1.177082,35.249968,-23.957836999999998
322,0.782555,-0.913479,-1.362998,-0.446651,0.673452,-0.429122,0.94201,-0.8313940000000001,-1.602882,0.816863,28.609099,-9.670575
410,-1.035288,1.30854,1.1825139999999998,-1.522972,-1.394368,1.7835860000000001,-0.800897,1.305954,0.382362,-1.084011,56.283781999999995,-38.084844
1307,1.2801200000000001,-0.8745780000000001,-1.0368979999999999,1.517172,0.9299280000000001,0.002968,0.9467209999999999,-0.679945,-0.718962,1.270508,40.819086,-31.167365999999998
701,-2.1631810000000002,1.185082,1.078188,-0.7881060000000001,-1.183606,0.132632,-1.372406,0.372589,1.204487,-0.725766,68.013986,-31.590605
141,1.771968,-1.182639,-0.996609,-0.272405,1.9038110000000001,-0.9794700000000001,1.657188,-0.6440020000000001,-1.279387,0.288695,32.668315,-17.191021
302,1.082735,0.217683,-0.6161439999999999,0.711893,0.73095,0.410315,-0.10005,-0.228471,-0.598448,0.9855700000000001,43.711489,-36.42803
156,-1.23505,0.356308,1.831248,-1.086571,-0.8493940000000001,-0.28806,-0.8489770000000001,0.18453,1.437717,-1.038151,72.561612,-28.851344
787,-1.421303,0.568717,1.8880830000000002,-1.1619270000000002,-1.07141,0.6626270000000001,-0.670938,-0.008875,1.598641,-0.9697049999999999,77.746179,-25.567944
1118,1.5859299999999998,-0.44351499999999994,-0.887632,0.24844899999999998,1.083148,-1.173742,1.6132229999999999,-1.0780610000000002,-0.441907,0.723226,32.076840000000004,-15.088203
67,0.621286,-0.44029300000000005,-0.49994399999999994,1.054912,1.630376,-0.169149,1.297052,0.547679,-0.174702,1.501657,39.476122,-30.021602
118,0.067678,-0.951034,-1.3490360000000001,-0.709437,0.523129,-0.8966860000000001,1.09264,-1.1409479999999999,-0.769664,0.771336,32.215959000000005,-18.06149
205,0.515058,0.48921400000000004,-0.42055699999999996,1.208842,0.1941,-0.5240779999999999,-0.441643,-0.656652,-0.427021,1.59229,43.239557,-35.742021
207,0.8567620000000001,-0.501313,-1.16721,0.8694540000000001,0.444659,0.6260100000000001,0.675689,-0.892835,0.157614,1.943689,41.119475,-30.779684000000003
772,-0.429055,2.024363,0.59606,-0.9469639999999999,-1.6048120000000001,0.8915200000000001,-1.160087,0.7779149999999999,1.095876,-1.440043,64.410428,-33.646513
732,-0.8349850000000001,2.3899049999999997,0.405181,-0.725209,-1.616555,-0.528874,-1.8677139999999999,0.7555890000000001,0.784362,-1.674868,63.272873,-34.384342
604,-1.298286,0.804757,1.71776,-1.496733,-1.153619,-0.22746100000000002,-1.474374,-0.5379,1.054581,-1.153406,77.590458,-25.248414
930,-1.545942,1.779811,1.240479,-0.9803559999999999,-1.888394,0.401006,-1.441374,0.7822140000000001,1.391408,-1.312175,62.964075,-34.59485
618,1.520915,-1.252653,-0.9255549999999999,-0.5181,0.565591,-0.745296,1.395618,-0.460016,-0.9305469999999999,0.353013,32.325588,-18.087582
956,0.344704,0.053903,-0.114285,1.594339,0.168629,1.360835,0.173327,-1.345348,-0.197864,0.217613,45.094094,-37.677452
517,-1.228688,0.187173,1.324124,-0.873784,-1.9991459999999999,-0.099839,-0.8991180000000001,-0.42582299999999995,1.119733,-1.666671,76.735281,-25.879483
139,-1.020891,0.5896680000000001,2.186941,-1.6649639999999999,-0.818826,-0.440353,-0.916522,-0.152719,1.353775,-1.170696,77.376042,-25.63015
1252,0.47856099999999996,-1.467974,-1.617276,0.083494,0.42142799999999997,-2.366228,1.8597569999999999,-1.707439,-1.0397299999999998,0.270214,26.938207000000002,-5.154039
108,0.9224110000000001,-0.1277,-0.326516,0.006151,2.056418,0.190851,1.2472159999999999,-1.029141,-0.924624,1.2400200000000001,34.832782,-23.394176
464,-1.00637,0.664366,0.506322,1.186279,0.9128719999999999,1.6598389999999998,-0.167562,1.452243,0.573923,-1.0219639999999999,47.168562,-41.83665
721,1.700245,-0.543305,-0.738163,-0.025901999999999998,0.29452,-1.6952310000000002,1.268849,-0.6045159999999999,-1.779481,0.36451300000000003,33.394415,-20.986611
582,1.3864020000000001,-1.527557,-1.2962989999999999,-0.327307,0.44126899999999997,-2.169445,1.298773,-1.1253389999999999,-1.156061,-0.13063699999999998,29.783621999999998,-9.917283
1429,1.041034,-0.9771190000000001,-0.672057,1.57682,1.009133,0.184675,0.313263,-0.587264,-0.295149,1.7523689999999998,40.220419,-30.030296000000003
558,-1.154215,1.72518,0.904223,-0.5899300000000001,-0.9552870000000001,0.13289700000000002,-1.175195,1.735787,0.9011110000000001,-0.832359,63.327905,-34.350659
429,0.51607,-0.041648000000000004,-0.474375,1.76285,0.552841,-0.38511999999999996,-0.008391,-0.976301,-0.032008,0.668147,41.522695,-32.795777
758,-0.374812,0.697401,0.118538,1.626723,-0.554288,2.228242,0.811177,0.464528,0.222023,0.045674,47.525409,-41.63811
1360,-0.510261,0.633908,1.7386970000000002,-0.384446,-0.9841530000000001,-0.335469,-1.43828,0.987025,1.15031,-0.732467,72.528748,-28.635154999999997
909,1.034625,-0.524482,-1.2102959999999998,-0.757192,1.2804360000000001,-0.183592,1.4223059999999998,-1.2133610000000001,-0.99197,0.733474,30.671131,-13.701127
1325,0.5524439999999999,-0.023053,-0.30099499999999996,2.112472,-0.07786799999999999,0.868992,0.24726199999999998,1.087985,-0.047769,0.671977,44.801866,-37.005534999999995
84,0.23032199999999997,-0.182726,-0.352089,1.479292,1.560192,0.739947,0.5547810000000001,-0.086087,-0.309808,1.4492969999999998,39.528503,-29.683765
544,0.996458,-1.204213,-1.110794,0.43709899999999996,0.280657,-1.21407,0.474162,-1.767204,-1.375297,0.74647,28.872943,-8.710824
1002,-1.588829,1.697614,0.432091,-0.280514,-1.516311,-0.581871,-1.0349540000000002,1.365934,0.805083,-1.335008,60.50936,-35.618417
1366,-1.264235,1.103696,0.536892,-0.8439040000000001,-0.611695,1.278131,-1.1926459999999999,1.499306,0.255839,-1.216736,53.513718999999995,-39.135549
447,-0.47212,1.304934,0.928594,-0.153401,-0.385992,1.5267540000000002,-1.11691,1.450091,0.608128,-1.092319,57.65391999999999,-37.329948
1421,-1.027409,0.870175,0.965742,-1.1175979999999999,-2.657307,-0.13979,-1.10338,1.050651,0.9811559999999999,-1.814402,66.987038,-32.33676
502,-0.516899,0.759425,0.247819,-1.13824,-1.155608,0.14185599999999998,-1.187956,0.326626,1.540402,-1.4824190000000002,70.68896600000001,-29.984978
1247,-0.9195,1.34959,1.4010120000000001,-0.33184600000000003,-0.891508,0.585839,-0.539718,0.448593,1.601118,-1.103017,66.480913,-32.892103999999996
1456,0.723204,-1.194733,-0.988916,-0.137994,1.243931,-2.280573,2.317752,-1.034411,-0.7395,1.155459,32.057511,-16.437784
958,0.865934,-1.477763,-1.375377,0.014348,0.262687,-0.86259,1.866641,-1.024329,-1.561695,0.468154,27.145477000000003,-4.940587
901,0.496414,0.6673600000000001,0.21236999999999998,1.9568740000000002,0.34379899999999997,1.601016,-0.39695199999999997,0.437208,1.023672,0.989983,45.866035,-40.168324
851,-1.4392200000000002,2.027693,0.45008100000000006,-0.919592,-1.143355,0.079016,-0.917422,1.8572650000000002,-0.20091099999999998,-0.850165,60.369864,-36.000981
1323,-0.5928829999999999,1.2243950000000001,-0.145765,-0.05285,-0.345621,1.10041,0.21851500000000001,0.286044,1.023209,-0.8627520000000001,53.205489,-39.405465
120,-1.564355,1.355766,0.805172,-0.517649,-0.657741,-0.260117,-1.1010799999999998,1.2653450000000002,0.45096499999999995,-1.109615,60.393092,-35.832193
1480,-1.450675,1.855005,0.49334399999999995,-0.5926640000000001,-0.8515969999999999,-1.846184,-1.681356,1.034675,1.428244,-0.39514499999999997,61.930443000000004,-35.181961
741,2.03633,-1.010059,-1.008909,0.644385,1.819266,-0.676856,1.987321,-0.9755530000000001,-1.269427,0.47821499999999995,31.271619,-15.470834
634,0.9403239999999999,-0.447661,-1.096422,0.310819,0.6282479999999999,0.5274979999999999,1.023327,-0.627641,-1.630841,-0.09579800000000001,34.173555,-22.922235
308,1.15467,-1.116771,-1.579896,-1.220126,0.42727200000000004,-0.750146,-1.3485340000000001,-1.1377030000000001,-1.140523,-0.106923,29.924126,-10.474288
1399,0.583643,-1.085676,-1.608373,-0.833741,0.258185,0.029831,0.719698,-1.575533,-1.535291,0.744552,30.234061999999998,-12.439213
1377,-1.505547,1.580837,0.423158,-0.091474,-0.237655,0.614586,-1.251004,2.320453,1.160128,-1.220807,58.149085,-37.012549
712,0.089894,-0.630035,-1.384325,0.322325,0.165151,-1.435183,1.3659430000000001,-1.1334899999999999,-1.535469,0.401364,28.698898,-7.152087
1117,-0.550604,-0.584663,-0.9894129999999999,-2.010379,0.22325599999999998,-1.2840479999999999,0.53503,-0.653429,-0.864667,0.8061119999999999,26.543762,-4.477328
1007,-1.9176229999999999,-0.067302,1.270673,-1.8972900000000001,-1.088311,-0.653954,-1.913141,-1.123113,0.8384149999999999,-1.605436,77.526443,-25.274121
555,0.44599799999999995,-1.686398,-0.455295,-0.497701,0.656501,-2.026178,0.446437,-1.149198,-1.578524,-0.318258,26.735205,-4.568274
1072,-1.397281,1.434566,0.566581,-0.30218,-0.180196,0.24001999999999998,0.12856099999999998,1.416353,0.029111,-1.048653,58.021508999999995,-37.063938
649,-0.806141,1.291669,0.929114,-0.056034,-0.906062,1.297307,-0.381571,1.560978,0.941783,-0.45543100000000003,56.76483100000001,-37.755168
546,-1.338376,0.825046,1.348519,-1.088566,-1.566073,-0.9868549999999999,-1.4497200000000001,0.710838,1.468033,-2.2804990000000003,73.34898199999999,-28.484678999999996
154,1.6190200000000001,-0.8311930000000001,-1.230657,-0.149652,1.695882,0.225519,1.003482,-0.619628,-0.788583,1.0653290000000002,34.181515999999995,-22.872454
195,-1.178557,0.695871,0.267295,-0.486321,-0.569409,1.90363,-0.795053,1.603465,0.932699,-0.140381,51.159116999999995,-40.236796000000005
112,-0.740266,1.2155610000000001,0.43949799999999994,0.457059,-2.037451,1.132962,-1.423366,1.780066,0.9374,-0.7988689999999999,55.597618999999995,-38.477470000000004
979,1.1919540000000002,-0.872252,-0.810829,0.5448029999999999,1.482134,-1.410184,1.285798,-1.1448639999999999,-1.4154010000000001,-0.355644,33.134627,-18.452303
806,-1.941013,1.0519049999999999,1.6527310000000002,-2.884299,-1.8331,0.00283,-1.706633,0.6016239999999999,1.137897,-1.774462,69.894712,-30.449116999999998
397,0.583395,-1.585912,-1.162739,-0.8333889999999999,0.835032,-1.866673,1.4036549999999999,-1.083153,-1.2568110000000001,-0.40178200000000003,27.758481,-6.514316
187,0.5090060000000001,-0.747983,-0.803725,1.638626,0.966701,0.040101,0.766621,-1.0965610000000001,-0.639943,0.81735,42.221125,-32.86531
460,-1.045233,-0.229174,1.844428,-0.847665,-1.185382,-0.727514,-0.780932,-0.38662399999999997,1.009776,-1.9513349999999998,74.96365,-27.048699
982,-0.663974,1.469997,0.569806,-1.334452,-1.559979,-0.270282,-1.177791,1.63989,0.740326,-0.88718,58.296703,-36.744664
1110,1.7405680000000001,-1.153366,-0.555836,-0.266575,1.435584,-1.357959,0.8302809999999999,-1.4145969999999999,-1.302769,0.663044,31.433743,-15.811222
1046,-0.758205,0.156445,0.829866,0.33121,-0.184852,1.506198,-0.6020340000000001,0.296546,0.395622,0.6934600000000001,50.085809000000005,-40.576493
1099,0.8817450000000001,-0.457462,-0.41596700000000003,0.409057,0.6448699999999999,0.131,0.42340600000000006,0.27929499999999996,-0.7470289999999999,1.2680870000000002,41.186811999999996,-31.858328999999998
1166,0.964051,-0.383508,-0.787253,-0.004802000000000001,0.806584,-0.8816219999999999,1.235319,-0.6667310000000001,-1.235852,1.408942,37.129155,-26.431563
318,0.9500549999999999,-0.8205979999999999,-1.012765,-0.30296799999999996,0.838464,-1.0437319999999999,1.335385,-1.383885,-1.625502,0.73616,28.975740000000002,-8.457046
522,1.172022,-0.930507,-0.781488,-0.751881,1.4778120000000001,-0.754934,1.084116,-0.461876,-1.414664,-0.822283,30.864940999999998,-13.326320999999998
953,0.9019739999999999,-1.382318,-0.757993,1.489321,1.525195,-0.405014,0.348619,-0.7443960000000001,-0.468099,1.737586,40.504538000000004,-31.063204
543,-0.264418,0.028782,0.594644,-0.259656,-1.073308,2.2639110000000002,-0.471919,1.6555259999999998,0.864218,-0.359379,54.57937,-38.626862
461,-0.694114,0.4053,1.297014,-1.676063,-1.264958,0.39067399999999997,-0.944227,0.264179,1.367908,-1.281786,73.196327,-28.309675
210,0.34570100000000004,0.326703,-0.681344,0.5974010000000001,0.95905,0.104398,-0.201258,0.0037409999999999995,0.324693,1.313698,42.729119,-34.566148999999996
639,1.6852650000000002,-1.352235,-0.443837,-0.33772800000000003,1.057915,-0.907224,0.396891,-0.039291,-0.769301,1.466639,39.062126,-29.260364000000003
1311,-1.213792,0.659557,1.451777,-0.772624,-0.9018450000000001,-0.794063,-1.302445,-0.259573,0.874725,-1.863918,77.46189100000001,-25.714309
869,-0.601895,1.1194540000000002,0.430018,0.42748,-1.171767,-0.087148,-1.383637,1.347192,0.667175,-0.26779000000000003,55.661541,-38.405834000000006
138,-0.593629,1.728939,0.800948,-0.819716,-1.358481,-0.113134,-0.958782,1.475839,0.40732199999999996,-1.997746,61.700166,-35.531086
